kepid fits i j k l period prad srad kepmag
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2012004120508_llc.fits 0 3 2 17 274.419343343 0.767923554154 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2010355172524_llc.fits 0 3 2 18 261.683757949 0.608193423438 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2012277125453_llc.fits 0 3 2 19 277.127462941 0.79055791604 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2012179063303_llc.fits 0 3 3 0 288.663872718 0.566377480933 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2011271113734_llc.fits 0 3 3 1 277.056352605 0.983909830424 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2011177032512_llc.fits 0 3 3 2 244.115412467 0.775902754554 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2009166043257_llc.fits 0 3 3 3 251.996208957 0.768847170895 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2012004120508_llc.fits 0 3 3 4 217.74426188 0.786686574024 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2009259160929_llc.fits 0 3 3 5 295.935179539 0.69438541271 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2009259160929_llc.fits 0 3 3 6 296.527496351 0.594498057144 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2009166043257_llc.fits 0 3 3 7 277.296028697 0.952203870777 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2012004120508_llc.fits 0 3 3 8 269.119759341 0.611604838841 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2010355172524_llc.fits 0 3 3 9 215.372314155 0.881444786971 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2012088054726_llc.fits 0 3 3 10 226.267442053 0.678780669333 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2011177032512_llc.fits 0 3 3 11 249.421589404 0.966607512688 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2013011073258_llc.fits 0 3 3 12 202.376287063 0.870856686305 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2013098041711_llc.fits 0 3 3 13 243.984357398 0.501980732029 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2013131215648_llc.fits 0 3 3 14 264.559097027 0.950952251685 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2010355172524_llc.fits 0 3 3 15 201.497939755 0.644765502038 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2009259160929_llc.fits 0 3 3 16 248.952067756 0.875682837654 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2012277125453_llc.fits 0 3 3 17 283.798603625 0.938253610999 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2012277125453_llc.fits 0 3 3 18 255.646102256 0.994513580328 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2011271113734_llc.fits 0 3 3 19 272.149024722 0.977461193494 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2010078095331_llc.fits 0 3 4 0 250.489841929 0.561686942964 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2012088054726_llc.fits 0 3 4 1 214.664744453 0.710587570581 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2010174085026_llc.fits 0 3 4 2 250.476175157 0.918096093791 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010265121752_llc.fits 0 3 4 3 248.881611149 0.849607256506 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2011271113734_llc.fits 0 3 4 4 275.920159 0.646236271403 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2013131215648_llc.fits 0 3 4 5 221.033769945 0.550326081477 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2012088054726_llc.fits 0 3 4 6 240.53017095 0.57019720833 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2013131215648_llc.fits 0 3 4 7 282.827138859 0.738336702165 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2012004120508_llc.fits 0 3 4 8 228.992024191 0.926322932158 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2010174085026_llc.fits 0 3 4 9 247.830627978 0.571805753493 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2013098041711_llc.fits 0 3 4 10 227.280856621 0.766736080207 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2012004120508_llc.fits 0 3 4 11 288.650081117 0.508558845279 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2009166043257_llc.fits 0 3 4 12 248.137110905 0.523626992189 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2009350155506_llc.fits 0 3 4 13 262.38222029 0.616993640506 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2011271113734_llc.fits 0 3 4 14 278.980970227 0.78828004296 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2012277125453_llc.fits 0 3 4 15 296.996929216 0.813631392782 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2010078095331_llc.fits 0 3 4 16 219.267376647 0.777885457996 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2012088054726_llc.fits 0 3 4 17 294.416428961 0.562950042178 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2009350155506_llc.fits 0 3 4 18 288.582530279 0.678563026741 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2012004120508_llc.fits 0 3 4 19 289.389020301 0.615935701641 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2010078095331_llc.fits 0 3 5 0 266.004715194 0.632949532226 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2012004120508_llc.fits 0 3 5 1 280.723384357 0.962509466617 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2011073133259_llc.fits 0 3 5 2 202.52501308 0.722760912422 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010174085026_llc.fits 0 3 5 3 271.281036321 0.76267180407 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2010174085026_llc.fits 0 3 5 4 208.686592534 0.608929861499 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2013131215648_llc.fits 0 3 5 5 258.13715188 0.606757934461 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2009350155506_llc.fits 0 3 5 6 298.039693521 0.545948152473 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2013011073258_llc.fits 0 3 5 7 232.411325567 0.88264123879 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2012004120508_llc.fits 0 3 5 8 232.982470936 0.884443456171 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2013131215648_llc.fits 0 3 5 9 205.299341006 0.800899499139 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2013011073258_llc.fits 0 3 5 10 299.569276657 0.676615128877 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010265121752_llc.fits 0 3 5 11 290.210044172 0.869721061595 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2011271113734_llc.fits 0 3 5 12 269.368262659 0.684192929085 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2010078095331_llc.fits 0 3 5 13 294.811964011 0.739516579257 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2012004120508_llc.fits 0 3 5 14 274.151901569 0.728284398478 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2009166043257_llc.fits 0 3 5 15 299.254946337 0.61739420702 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2012004120508_llc.fits 0 3 5 16 201.43897112 0.929543054825 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2013011073258_llc.fits 0 3 5 17 252.972998695 0.770213790517 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2009166043257_llc.fits 0 3 5 18 271.911475964 0.788893237879 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2011073133259_llc.fits 0 3 5 19 256.156038102 0.507047289105 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2010174085026_llc.fits 0 3 6 0 227.579360022 0.879928317283 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2009259160929_llc.fits 0 3 6 1 230.388881939 0.867587986396 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2013011073258_llc.fits 0 3 6 2 210.550315417 0.649147899288 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2011177032512_llc.fits 0 3 6 3 220.24998195 0.675686219058 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2009259160929_llc.fits 0 3 6 4 250.905044215 0.793379644308 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2012179063303_llc.fits 0 3 6 5 251.28735535 0.501796589522 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2012004120508_llc.fits 0 3 6 6 216.336112668 0.709946095949 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2010265121752_llc.fits 0 3 6 7 268.132863658 0.899614614539 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2012004120508_llc.fits 0 3 6 8 284.927683657 0.687239169598 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2010174085026_llc.fits 0 3 6 9 270.444372999 0.969856933894 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2012179063303_llc.fits 0 3 6 10 296.716164137 0.743735227946 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009131105131_llc.fits 0 3 6 11 298.408544052 0.59407776142 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2011073133259_llc.fits 0 3 6 12 212.331680085 0.974525005821 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2011271113734_llc.fits 0 3 6 13 267.673850472 0.568987265788 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2011177032512_llc.fits 0 3 6 14 283.266296152 0.791380141866 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2011073133259_llc.fits 0 3 6 15 270.682926829 0.825972743236 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2013098041711_llc.fits 0 3 6 16 281.967784419 0.836348344733 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2010355172524_llc.fits 0 3 6 17 295.007248186 0.732776347311 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2012088054726_llc.fits 0 3 6 18 284.446408006 0.883712910164 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2011271113734_llc.fits 0 3 6 19 223.683507906 0.506341048411 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2009166043257_llc.fits 0 3 7 0 238.11359411 0.717040102321 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2009166043257_llc.fits 0 3 7 1 231.88075573 0.659603048826 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2013098041711_llc.fits 0 3 7 2 200.697965879 0.6102823405 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2013098041711_llc.fits 0 3 7 3 269.198436878 0.621529799751 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2012179063303_llc.fits 0 3 7 4 247.652972217 0.629599841179 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2012088054726_llc.fits 0 3 7 5 294.674046679 0.957273251585 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2011271113734_llc.fits 0 3 7 6 289.693561407 0.815180244584 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2012179063303_llc.fits 0 3 7 7 203.428796075 0.741391726923 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2009259160929_llc.fits 0 3 7 8 252.114938627 0.925835813087 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2012277125453_llc.fits 0 3 7 9 214.118628363 0.618748657645 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2010265121752_llc.fits 0 3 7 10 208.725505079 0.816816768043 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2013098041711_llc.fits 0 3 7 11 291.88078832 0.629997566146 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2012088054726_llc.fits 0 3 7 12 242.045282707 0.764046296253 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2012277125453_llc.fits 0 3 7 13 234.902856288 0.980111360632 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2012179063303_llc.fits 0 3 7 14 298.019200091 0.934451885684 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2012277125453_llc.fits 0 3 7 15 206.066277239 0.680991591873 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2012088054726_llc.fits 0 3 7 16 208.530118634 0.692326774933 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2011073133259_llc.fits 0 3 7 17 275.301073012 0.815935293909 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2011271113734_llc.fits 0 3 7 18 211.499715444 0.673275888654 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2013131215648_llc.fits 0 3 7 19 292.878355395 0.535060538024 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2010174085026_llc.fits 0 3 8 0 234.569239362 0.924738812441 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2010078095331_llc.fits 0 3 8 1 244.557551427 0.870945722201 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2010174085026_llc.fits 0 3 8 2 258.231022014 0.931229740856 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2013131215648_llc.fits 0 3 8 3 239.364858809 0.562559346582 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2011073133259_llc.fits 0 3 8 4 273.76097479 0.552205790609 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2010265121752_llc.fits 0 3 8 5 210.005915091 0.612775588454 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2009166043257_llc.fits 0 3 8 6 298.238142983 0.904824655424 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2010078095331_llc.fits 0 3 8 7 290.772642347 0.949737729357 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2009350155506_llc.fits 0 3 8 8 251.419824162 0.585852606722 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2012004120508_llc.fits 0 3 8 9 265.504204515 0.865873392317 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2012088054726_llc.fits 0 3 8 10 288.967931266 0.801286490173 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010265121752_llc.fits 0 3 8 11 297.655263759 0.544113883669 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2012179063303_llc.fits 0 3 8 12 244.701659485 0.838924220889 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2011177032512_llc.fits 0 3 8 13 274.096511984 0.713112797934 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2012088054726_llc.fits 0 3 8 14 262.554309133 0.757023558726 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2013098041711_llc.fits 0 3 8 15 278.058852692 0.766571859202 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2011271113734_llc.fits 0 3 8 16 242.331319597 0.730253886023 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2010355172524_llc.fits 0 3 8 17 213.067782115 0.542687135485 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2010355172524_llc.fits 0 3 8 18 297.901051225 0.51015296721 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2012179063303_llc.fits 0 3 8 19 262.412871946 0.917813191493 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2012277125453_llc.fits 0 3 9 0 286.321457011 0.732941918993 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2009166043257_llc.fits 0 3 9 1 219.005449986 0.753198700013 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2013098041711_llc.fits 0 3 9 2 255.803796943 0.664205234679 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2013131215648_llc.fits 0 3 9 3 279.244524975 0.928660493766 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2009350155506_llc.fits 0 3 9 4 273.49896033 0.608753531428 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2012179063303_llc.fits 0 3 9 5 298.552252476 0.941087597062 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2011177032512_llc.fits 0 3 9 6 204.29991216 0.963915337416 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2009166043257_llc.fits 0 3 9 7 221.447195829 0.506835071049 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2009350155506_llc.fits 0 3 9 8 214.168307505 0.682853247869 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2009259160929_llc.fits 0 3 9 9 224.735871696 0.869688891985 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2012277125453_llc.fits 0 3 9 10 270.269787832 0.555841441242 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0 3 9 11 234.516642405 0.561794158833 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2012277125453_llc.fits 0 3 9 12 229.018421616 0.935489100779 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2012277125453_llc.fits 0 3 9 13 289.869994361 0.793506644692 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2010355172524_llc.fits 0 3 9 14 265.316387286 0.81287145615 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2013131215648_llc.fits 0 3 9 15 237.315873257 0.788156919824 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2013131215648_llc.fits 0 3 9 16 261.952284463 0.743159921518 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2009166043257_llc.fits 0 3 9 17 271.309044539 0.998245602912 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2013011073258_llc.fits 0 3 9 18 284.47875321 0.544166747574 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2012088054726_llc.fits 0 3 9 19 232.731870694 0.509073525317 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2013131215648_llc.fits 0 4 0 0 328.058165252 0.903850613235 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2013011073258_llc.fits 0 4 0 1 347.196844018 0.930775926614 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2009166043257_llc.fits 0 4 0 2 450.225337542 0.947014927081 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2009259160929_llc.fits 0 4 0 3 403.980179287 0.985510609741 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2011073133259_llc.fits 0 4 0 4 300.456306134 0.590152980189 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2013131215648_llc.fits 0 4 0 5 430.78892788 0.79280375592 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2012088054726_llc.fits 0 4 0 6 481.818983111 0.963583404328 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2009259160929_llc.fits 0 4 0 7 425.365967156 0.843309776961 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2010265121752_llc.fits 0 4 0 8 414.218835318 0.698165928147 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2012277125453_llc.fits 0 4 0 9 419.582654568 0.507256448826 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2009166043257_llc.fits 0 4 0 10 420.207754395 0.744774013221 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010078095331_llc.fits 0 4 0 11 465.407814302 0.591803588731 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2012088054726_llc.fits 0 4 0 12 341.406708789 0.567909674069 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2011177032512_llc.fits 0 4 0 13 301.897952548 0.876561528663 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2011177032512_llc.fits 0 4 0 14 439.547714585 0.525843512304 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2013011073258_llc.fits 0 4 0 15 302.790401372 0.506580843243 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2013131215648_llc.fits 0 4 0 16 383.702126855 0.588391860326 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2013011073258_llc.fits 0 4 0 17 461.157569759 0.726880592256 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2010265121752_llc.fits 0 4 0 18 430.781088015 0.612160259665 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2010174085026_llc.fits 0 4 0 19 354.843779952 0.736361839063 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2012088054726_llc.fits 0 4 1 0 472.505904754 0.612182880421 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2011073133259_llc.fits 0 4 1 1 398.266700153 0.929204703958 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2012277125453_llc.fits 0 4 1 2 439.492426273 0.80197718239 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010174085026_llc.fits 0 4 1 3 450.443117858 0.922295891004 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2009259160929_llc.fits 0 4 1 4 479.494644342 0.644583871915 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2012277125453_llc.fits 0 4 1 5 405.877661166 0.855884939398 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2012179063303_llc.fits 0 4 1 6 444.444097547 0.842895076362 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2013011073258_llc.fits 0 4 1 7 362.380811629 0.58946414574 0.565 14.786
010963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2012179063303_llc.fits 0 4 1 8 435.530256018 0.510692466406 0.36 15.179
011514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2011073133259_llc.fits 0 4 1 9 399.528678991 0.715841727736 0.537 15.346
008042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2013011073258_llc.fits 0 4 1 10 438.095290475 0.907816025639 0.593 11.264
009333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010078095331_llc.fits 0 4 1 11 362.646660937 0.792227780285 0.29 12.889
008678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2013098041711_llc.fits 0 4 1 12 471.948649453 0.575022709505 0.588 15.226
007802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2009166043257_llc.fits 0 4 1 13 425.830871127 0.79890636775 0.47 14.457
003322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2011177032512_llc.fits 0 4 1 14 428.213098454 0.527252110288 0.56 15.092
012268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2011271113734_llc.fits 0 4 1 15 431.75609862 0.703613268027 0.609 13.212
006276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2012277125453_llc.fits 0 4 1 16 474.070528819 0.754550512294 0.557 15.31
011714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2010174085026_llc.fits 0 4 1 17 351.334955252 0.962759975098 0.556 13.646
005428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2010265121752_llc.fits 0 4 1 18 380.324243335 0.699683445357 0.454 14.781
012835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2013011073258_llc.fits 0 4 1 19 339.998975263 0.519123956567 0.488 15.187
003232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2010265121752_llc.fits 0 4 2 0 479.590127622 0.637516060636 0.602 13.904
012257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2010265121752_llc.fits 0 4 2 1 488.614787065 0.843114900419 0.393 15.156
006470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2013098041711_llc.fits 0 4 2 2 462.228530209 0.675460724902 0.27 15.297
009833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2012277125453_llc.fits 0 4 2 3 342.628030821 0.621978776049 0.435 14.393
008474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2010174085026_llc.fits 0 4 2 4 359.472629045 0.85748277121 0.494 14.982
010936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2010078095331_llc.fits 0 4 2 5 394.875057627 0.769391779912 0.51 15.046
009225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2010355172524_llc.fits 0 4 2 6 439.577244919 0.874480828853 0.605 13.919
005265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2013011073258_llc.fits 0 4 2 7 333.704254625 0.880346234593 0.565 14.786
